08:05:53.303 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: 100%25renewableenergy.txt
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.09967423776643601
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.09967423776643601
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: DemocraticRepublicofCongo.txt
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 9425
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 6
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 3.306592491499156
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.4183494132849557
08:05:53.387 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.84369064448921
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.6117693477683814
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.6117693477683814
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Denmark.txt
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 11191
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 3
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 3.8699497689514115
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 0.9607057143020983
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.2488066205518624
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.22218839173599186
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.22218839173599186
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: DepartmentofClimateChangeandEnergyEfficiency.txt
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 142
08:05:53.388 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.34529826353240106
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.6353250871099587
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.1257339944324376
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.7541171518810511
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.7541171518810511
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: DistributedEnergyResource.txt
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2549
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.1131357305921854
08:05:53.389 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.413365937360857
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.8372127005832593
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.6082495864563072
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.6082495864563072
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Distributedgeneration.txt
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2549
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.1131357305921854
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.413365937360857
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.8372127005832593
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.6082495864563072
08:05:53.390 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.6082495864563072
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Districtheating.txt
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 5690
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 2.1151205598546627
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.0692274833754563
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.3898724034188457
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.3292119468275305
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.3292119468275305
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: DrakeLandingSolarCommunity.txt
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1005
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.391 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.6205968651412893
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.357524531437494
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.7646253136448162
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.5679383809624198
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.5679383809624198
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: EarthCharter.txt
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1064
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 6
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.6394179746371461
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.9881260752711385
08:05:53.392 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.393 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.584334586886474
08:05:53.393 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.9494680616272071
08:05:53.393 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.9494680616272071
08:05:53.393 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: EarthSummit.txt
08:05:53.393 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 409
08:05:53.393 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.393 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.393 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.393 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 3
08:05:53.393 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.4304717590475496
08:05:53.394 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.394 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.9239336346650036
08:05:53.394 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.394 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.500891818070887
08:05:53.394 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.9166473954904797
08:05:53.395 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.9166473954904797
08:05:53.395 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Ecolabel.txt
08:05:53.395 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2214
08:05:53.395 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.396 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.396 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.396 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 4
08:05:53.396 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.0062701088784223
08:05:53.396 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.396 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.7577956859326362
08:05:53.396 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.396 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.2849316471119736
08:05:53.396 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.8263361101621891
08:05:53.396 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.8263361101621891
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Ecologicalfootprint.txt
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2196
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 19
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.0005280754729067
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 2.089944817570106
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.397 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.7166872080755584
08:05:53.398 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.9994131998108823
08:05:53.398 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.9994131998108823
08:05:53.398 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Ecologicalmodernization.txt
08:05:53.398 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1198
08:05:53.398 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.398 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.398 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.398 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
08:05:53.398 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.6821642233226514
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.6404662927571612
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.132416968785837
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.7572560635346184
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.7572560635346184
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Ecotax.txt
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1597
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.399 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.8094459638115811
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.2158417791961693
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.5804540774556894
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.4577121965447916
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.4577121965447916
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Ecovillage.txt
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1087
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.400 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 5
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.6467550173219716
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.948021468304615
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.5322032235055376
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.9290897631091045
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.9290897631091045
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: EducationforSustainableDevelopment.txt
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1812
08:05:53.401 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 6
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.8780313628219066
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.9191537961502299
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.4946785793094683
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.9141598949766406
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.9141598949766406
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Efficientenergyuse.txt
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 3964
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.402 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 4
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.5645233566368864
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.5814472212618382
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.0556989831165993
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.7206159278840953
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.7206159278840953
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Electricitygeneration.txt
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2027
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.403 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.9466167618322322
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.1301659592868571
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.4690853934443922
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.3846400258251739
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.3846400258251739
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Electricvehicle.txt
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 6327
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.404 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 7
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 2.318324742038744
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.652657578086365
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.1482642335678586
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.7646601828463427
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.7646601828463427
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Emissionstrading.txt
08:05:53.405 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 10471
08:05:53.406 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.406 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.406 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.406 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 13
08:05:53.406 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 3.640268432730786
08:05:53.406 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.406 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.7187222739595278
08:05:53.406 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.406 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.2341407182841846
08:05:53.406 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.8038566880474081
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.8038566880474081
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Endangeredspecies.txt
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2154
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.9871299975267036
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.4729857768637893
08:05:53.407 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.9147116153696546
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.649567018796157
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.649567018796157
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Energyaudit.txt
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2463
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.0857015709880553
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.408 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.425931801496637
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.8535468746098152
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.6171010330702635
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.6171010330702635
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Energyconservationmeasure.txt
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 705
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.5248963083826955
08:05:53.409 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.7426458208964586
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.26523856995422
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.8176800822864088
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.8176800822864088
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Energycrisis.txt
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1486
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 8
08:05:53.410 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.7740367578109014
